SIC Code,SIC Code Grouping,Merchant Type,SIC Code Group Type,Presentation
2950,0,,Other,Other
2951,0,,Other,Other
2952,0,,Other,Other
2953,0,,Other,Other
2954,0,,Other,Other
2955,0,,Other,Other
2956,0,,Other,Other
2957,0,,Other,Other
2958,0,,Other,Other
2959,0,,Other,Other
2960,0,,Other,Other
2961,0,,Other,Other
2962,0,,Other,Other
2963,0,,Other,Other
2964,0,,Other,Other
2965,0,,Other,Other
2966,0,,Other,Other
2967,0,,Other,Other
2968,0,,Other,Other
2969,0,,Other,Other
2970,0,,Other,Other
2971,0,,Other,Other
2972,0,,Other,Other
2973,0,,Other,Other
2974,0,,Other,Other
2975,0,,Other,Other
2976,0,,Other,Other
2977,0,,Other,Other
2978,0,,Other,Other
2979,0,,Other,Other
2980,0,,Other,Other
2981,0,,Other,Other
2982,0,,Other,Other
2983,0,,Other,Other
2984,0,,Other,Other
2985,0,,Other,Other
2986,0,,Other,Other
2987,0,,Other,Other
2988,0,,Other,Other
2989,0,,Other,Other
2990,0,,Other,Other
2991,0,,Other,Other
2992,0,,Other,Other
2993,0,,Other,Other
2994,0,,Other,Other
2995,0,,Other,Other
2996,0,,Other,Other
2997,0,,Other,Other
2998,0,,Other,Other
2999,0,,Other,Other
4012,0,,Other,Other
4013,0,,Other,Other
4014,0,,Other,Other
4015,0,,Other,Other
4016,0,,Other,Other
4017,0,,Other,Other
4018,0,,Other,Other
4019,0,,Other,Other
4020,0,,Other,Other
4021,0,,Other,Other
4022,0,,Other,Other
4023,0,,Other,Other
4024,0,,Other,Other
4025,0,,Other,Other
4026,0,,Other,Other
4027,0,,Other,Other
4028,0,,Other,Other
4029,0,,Other,Other
4030,0,,Other,Other
4031,0,,Other,Other
4032,0,,Other,Other
4033,0,,Other,Other
4034,0,,Other,Other
4035,0,,Other,Other
4036,0,,Other,Other
4037,0,,Other,Other
4038,0,,Other,Other
4039,0,,Other,Other
4040,0,,Other,Other
4041,0,,Other,Other
4042,0,,Other,Other
4043,0,,Other,Other
4044,0,,Other,Other
4045,0,,Other,Other
4046,0,,Other,Other
4047,0,,Other,Other
4048,0,,Other,Other
4049,0,,Other,Other
4050,0,,Other,Other
4051,0,,Other,Other
4052,0,,Other,Other
4053,0,,Other,Other
4054,0,,Other,Other
4055,0,,Other,Other
4056,0,,Other,Other
4057,0,,Other,Other
4058,0,,Other,Other
4059,0,,Other,Other
4060,0,,Other,Other
4061,0,,Other,Other
4062,0,,Other,Other
4063,0,,Other,Other
4064,0,,Other,Other
4065,0,,Other,Other
4066,0,,Other,Other
4067,0,,Other,Other
4068,0,,Other,Other
4069,0,,Other,Other
4070,0,,Other,Other
4071,0,,Other,Other
4072,0,,Other,Other
4073,0,,Other,Other
4074,0,,Other,Other
4075,0,,Other,Other
4076,0,,Other,Other
4077,0,,Other,Other
4078,0,,Other,Other
4079,0,,Other,Other
4080,0,,Other,Other
4081,0,,Other,Other
4082,0,,Other,Other
4083,0,,Other,Other
4084,0,,Other,Other
4085,0,,Other,Other
4086,0,,Other,Other
4087,0,,Other,Other
4088,0,,Other,Other
4089,0,,Other,Other
4090,0,,Other,Other
4091,0,,Other,Other
4092,0,,Other,Other
4093,0,,Other,Other
4094,0,,Other,Other
4095,0,,Other,Other
4096,0,,Other,Other
4097,0,,Other,Other
4098,0,,Other,Other
4099,0,,Other,Other
4100,0,,Other,Other
4101,0,,Other,Other
4102,0,,Other,Other
4103,0,,Other,Other
4104,0,,Other,Other
4105,0,,Other,Other
4106,0,,Other,Other
4107,0,,Other,Other
4108,0,,Other,Other
4109,0,,Other,Other
4110,0,,Other,Other
4113,0,,Other,Other
4114,0,,Other,Other
4115,0,,Other,Other
4116,0,,Other,Other
4117,0,,Other,Other
4118,0,,Other,Other
4120,0,,Other,Other
4122,0,,Other,Other
4123,0,,Other,Other
4124,0,,Other,Other
4125,0,,Other,Other
4126,0,,Other,Other
4127,0,,Other,Other
4128,0,,Other,Other
4129,0,,Other,Other
4130,0,,Other,Other
4132,0,,Other,Other
4133,0,,Other,Other
4134,0,,Other,Other
4135,0,,Other,Other
4136,0,,Other,Other
4137,0,,Other,Other
4138,0,,Other,Other
4139,0,,Other,Other
4140,0,,Other,Other
4141,0,,Other,Other
4142,0,,Other,Other
4143,0,,Other,Other
4144,0,,Other,Other
4145,0,,Other,Other
4146,0,,Other,Other
4147,0,,Other,Other
4148,0,,Other,Other
4149,0,,Other,Other
4150,0,,Other,Other
4151,0,,Other,Other
4152,0,,Other,Other
4153,0,,Other,Other
4154,0,,Other,Other
4155,0,,Other,Other
4156,0,,Other,Other
4157,0,,Other,Other
4158,0,,Other,Other
4159,0,,Other,Other
4160,0,,Other,Other
4161,0,,Other,Other
4162,0,,Other,Other
4163,0,,Other,Other
4164,0,,Other,Other
4165,0,,Other,Other
4166,0,,Other,Other
4167,0,,Other,Other
4168,0,,Other,Other
4169,0,,Other,Other
4170,0,,Other,Other
4171,0,,Other,Other
4172,0,,Other,Other
4173,0,,Other,Other
4174,0,,Other,Other
4175,0,,Other,Other
4176,0,,Other,Other
4177,0,,Other,Other
4178,0,,Other,Other
4179,0,,Other,Other
4180,0,,Other,Other
4181,0,,Other,Other
4182,0,,Other,Other
4183,0,,Other,Other
4184,0,,Other,Other
4185,0,,Other,Other
4186,0,,Other,Other
4187,0,,Other,Other
4188,0,,Other,Other
4189,0,,Other,Other
4190,0,,Other,Other
4191,0,,Other,Other
4192,0,,Other,Other
4193,0,,Other,Other
4194,0,,Other,Other
4195,0,,Other,Other
4196,0,,Other,Other
4197,0,,Other,Other
4198,0,,Other,Other
4199,0,,Other,Other
4200,0,,Other,Other
4201,0,,Other,Other
4202,0,,Other,Other
4203,0,,Other,Other
4204,0,,Other,Other
4205,0,,Other,Other
4206,0,,Other,Other
4207,0,,Other,Other
4208,0,,Other,Other
4209,0,,Other,Other
4210,0,,Other,Other
4211,0,,Other,Other
4212,0,,Other,Other
4213,0,,Other,Other
4226,0,,Other,Other
4227,0,,Other,Other
4228,0,,Other,Other
4229,0,,Other,Other
4230,0,,Other,Other
4231,0,,Other,Other
4232,0,,Other,Other
4233,0,,Other,Other
4234,0,,Other,Other
4235,0,,Other,Other
4236,0,,Other,Other
4237,0,,Other,Other
4238,0,,Other,Other
4239,0,,Other,Other
4240,0,,Other,Other
4241,0,,Other,Other
4242,0,,Other,Other
4243,0,,Other,Other
4244,0,,Other,Other
4245,0,,Other,Other
4246,0,,Other,Other
4247,0,,Other,Other
4248,0,,Other,Other
4249,0,,Other,Other
4250,0,,Other,Other
4251,0,,Other,Other
4252,0,,Other,Other
4253,0,,Other,Other
4254,0,,Other,Other
4255,0,,Other,Other
4256,0,,Other,Other
4257,0,,Other,Other
4258,0,,Other,Other
4259,0,,Other,Other
4260,0,,Other,Other
4261,0,,Other,Other
4262,0,,Other,Other
4263,0,,Other,Other
4264,0,,Other,Other
4265,0,,Other,Other
4266,0,,Other,Other
4267,0,,Other,Other
4268,0,,Other,Other
4269,0,,Other,Other
4270,0,,Other,Other
4271,0,,Other,Other
4272,0,,Other,Other
4273,0,,Other,Other
4274,0,,Other,Other
4275,0,,Other,Other
4276,0,,Other,Other
4277,0,,Other,Other
4278,0,,Other,Other
4279,0,,Other,Other
4280,0,,Other,Other
4281,0,,Other,Other
4282,0,,Other,Other
4283,0,,Other,Other
4284,0,,Other,Other
4285,0,,Other,Other
4286,0,,Other,Other
4287,0,,Other,Other
4288,0,,Other,Other
4289,0,,Other,Other
4290,0,,Other,Other
4291,0,,Other,Other
4292,0,,Other,Other
4293,0,,Other,Other
4294,0,,Other,Other
4295,0,,Other,Other
4296,0,,Other,Other
4297,0,,Other,Other
4298,0,,Other,Other
4299,0,,Other,Other
4300,0,,Other,Other
4301,0,,Other,Other
4302,0,,Other,Other
4303,0,,Other,Other
4304,0,,Other,Other
4305,0,,Other,Other
4306,0,,Other,Other
4307,0,,Other,Other
4308,0,,Other,Other
4309,0,,Other,Other
4310,0,,Other,Other
4311,0,,Other,Other
4312,0,,Other,Other
4313,0,,Other,Other
4314,0,,Other,Other
4315,0,,Other,Other
4316,0,,Other,Other
4317,0,,Other,Other
4318,0,,Other,Other
4319,0,,Other,Other
4320,0,,Other,Other
4321,0,,Other,Other
4322,0,,Other,Other
4323,0,,Other,Other
4324,0,,Other,Other
4325,0,,Other,Other
4326,0,,Other,Other
4327,0,,Other,Other
4328,0,,Other,Other
4329,0,,Other,Other
4330,0,,Other,Other
4331,0,,Other,Other
4332,0,,Other,Other
4333,0,,Other,Other
4334,0,,Other,Other
4335,0,,Other,Other
4336,0,,Other,Other
4337,0,,Other,Other
4338,0,,Other,Other
4339,0,,Other,Other
4340,0,,Other,Other
4341,0,,Other,Other
4342,0,,Other,Other
4343,0,,Other,Other
4344,0,,Other,Other
4345,0,,Other,Other
4346,0,,Other,Other
4347,0,,Other,Other
4348,0,,Other,Other
4349,0,,Other,Other
4350,0,,Other,Other
4351,0,,Other,Other
4352,0,,Other,Other
4353,0,,Other,Other
4354,0,,Other,Other
4355,0,,Other,Other
4356,0,,Other,Other
4357,0,,Other,Other
4358,0,,Other,Other
4359,0,,Other,Other
4360,0,,Other,Other
4361,0,,Other,Other
4362,0,,Other,Other
4363,0,,Other,Other
4364,0,,Other,Other
4365,0,,Other,Other
4366,0,,Other,Other
4367,0,,Other,Other
4368,0,,Other,Other
4369,0,,Other,Other
4370,0,,Other,Other
4371,0,,Other,Other
4372,0,,Other,Other
4373,0,,Other,Other
4374,0,,Other,Other
4375,0,,Other,Other
4376,0,,Other,Other
4377,0,,Other,Other
4378,0,,Other,Other
4379,0,,Other,Other
4380,0,,Other,Other
4381,0,,Other,Other
4382,0,,Other,Other
4383,0,,Other,Other
4384,0,,Other,Other
4385,0,,Other,Other
4386,0,,Other,Other
4387,0,,Other,Other
4388,0,,Other,Other
4389,0,,Other,Other
4390,0,,Other,Other
4391,0,,Other,Other
4392,0,,Other,Other
4393,0,,Other,Other
4394,0,,Other,Other
4395,0,,Other,Other
4396,0,,Other,Other
4397,0,,Other,Other
4398,0,,Other,Other
4399,0,,Other,Other
4400,0,,Other,Other
4401,0,,Other,Other
4402,0,,Other,Other
4403,0,,Other,Other
4404,0,,Other,Other
4405,0,,Other,Other
4406,0,,Other,Other
4407,0,,Other,Other
4408,0,,Other,Other
4409,0,,Other,Other
4410,0,,Other,Other
4412,0,,Other,Other
4413,0,,Other,Other
4414,0,,Other,Other
4415,0,,Other,Other
4416,0,,Other,Other
4417,0,,Other,Other
4418,0,,Other,Other
4419,0,,Other,Other
4420,0,,Other,Other
4421,0,,Other,Other
4422,0,,Other,Other
4423,0,,Other,Other
4424,0,,Other,Other
4425,0,,Other,Other
4426,0,,Other,Other
4427,0,,Other,Other
4428,0,,Other,Other
4429,0,,Other,Other
4430,0,,Other,Other
4431,0,,Other,Other
4432,0,,Other,Other
4433,0,,Other,Other
4434,0,,Other,Other
4435,0,,Other,Other
4436,0,,Other,Other
4437,0,,Other,Other
4438,0,,Other,Other
4439,0,,Other,Other
4440,0,,Other,Other
4441,0,,Other,Other
4442,0,,Other,Other
4443,0,,Other,Other
4444,0,,Other,Other
4445,0,,Other,Other
4446,0,,Other,Other
4447,0,,Other,Other
4448,0,,Other,Other
4449,0,,Other,Other
4450,0,,Other,Other
4451,0,,Other,Other
4452,0,,Other,Other
4453,0,,Other,Other
4454,0,,Other,Other
4455,0,,Other,Other
4456,0,,Other,Other
4458,0,,Other,Other
4459,0,,Other,Other
4460,0,,Other,Other
4461,0,,Other,Other
4462,0,,Other,Other
4463,0,,Other,Other
4464,0,,Other,Other
4465,0,,Other,Other
4466,0,,Other,Other
4467,0,,Other,Other
4469,0,,Other,Other
4470,0,,Other,Other
4471,0,,Other,Other
4472,0,,Other,Other
4473,0,,Other,Other
4474,0,,Other,Other
4475,0,,Other,Other
4476,0,,Other,Other
4477,0,,Other,Other
4478,0,,Other,Other
4479,0,,Other,Other
4480,0,,Other,Other
4481,0,,Other,Other
4482,0,,Other,Other
4483,0,,Other,Other
4484,0,,Other,Other
4485,0,,Other,Other
4486,0,,Other,Other
4487,0,,Other,Other
4488,0,,Other,Other
4489,0,,Other,Other
4490,0,,Other,Other
4491,0,,Other,Other
4492,0,,Other,Other
4493,0,,Other,Other
4494,0,,Other,Other
4495,0,,Other,Other
4496,0,,Other,Other
4497,0,,Other,Other
4498,0,,Other,Other
4499,0,,Other,Other
4500,0,,Other,Other
4501,0,,Other,Other
4502,0,,Other,Other
4503,0,,Other,Other
4504,0,,Other,Other
4505,0,,Other,Other
4506,0,,Other,Other
4507,0,,Other,Other
4508,0,,Other,Other
4509,0,,Other,Other
4510,0,,Other,Other
4512,0,,Other,Other
4513,0,,Other,Other
4514,0,,Other,Other
4515,0,,Other,Other
4516,0,,Other,Other
4517,0,,Other,Other
4518,0,,Other,Other
4519,0,,Other,Other
4520,0,,Other,Other
4521,0,,Other,Other
4522,0,,Other,Other
4523,0,,Other,Other
4524,0,,Other,Other
4525,0,,Other,Other
4526,0,,Other,Other
4527,0,,Other,Other
4528,0,,Other,Other
4529,0,,Other,Other
4530,0,,Other,Other
4531,0,,Other,Other
4532,0,,Other,Other
4533,0,,Other,Other
4534,0,,Other,Other
4535,0,,Other,Other
4536,0,,Other,Other
4537,0,,Other,Other
4538,0,,Other,Other
4539,0,,Other,Other
4540,0,,Other,Other
4541,0,,Other,Other
4542,0,,Other,Other
4543,0,,Other,Other
4544,0,,Other,Other
4545,0,,Other,Other
4546,0,,Other,Other
4547,0,,Other,Other
4548,0,,Other,Other
4549,0,,Other,Other
4550,0,,Other,Other
4551,0,,Other,Other
4552,0,,Other,Other
4553,0,,Other,Other
4554,0,,Other,Other
4555,0,,Other,Other
4556,0,,Other,Other
4557,0,,Other,Other
4558,0,,Other,Other
4559,0,,Other,Other
4560,0,,Other,Other
4561,0,,Other,Other
4562,0,,Other,Other
4563,0,,Other,Other
4564,0,,Other,Other
4565,0,,Other,Other
4566,0,,Other,Other
4567,0,,Other,Other
4568,0,,Other,Other
4569,0,,Other,Other
4570,0,,Other,Other
4571,0,,Other,Other
4572,0,,Other,Other
4573,0,,Other,Other
4574,0,,Other,Other
4575,0,,Other,Other
4576,0,,Other,Other
4577,0,,Other,Other
4578,0,,Other,Other
4579,0,,Other,Other
4580,0,,Other,Other
4581,0,,Other,Other
4583,0,,Other,Other
4584,0,,Other,Other
4585,0,,Other,Other
4586,0,,Other,Other
4587,0,,Other,Other
4588,0,,Other,Other
4589,0,,Other,Other
4590,0,,Other,Other
4591,0,,Other,Other
4592,0,,Other,Other
4593,0,,Other,Other
4594,0,,Other,Other
4595,0,,Other,Other
4596,0,,Other,Other
4597,0,,Other,Other
4598,0,,Other,Other
4599,0,,Other,Other
4600,0,,Other,Other
4601,0,,Other,Other
4602,0,,Other,Other
4603,0,,Other,Other
4604,0,,Other,Other
4605,0,,Other,Other
4606,0,,Other,Other
4607,0,,Other,Other
4608,0,,Other,Other
4609,0,,Other,Other
4610,0,,Other,Other
4611,0,,Other,Other
4612,0,,Other,Other
4613,0,,Other,Other
4614,0,,Other,Other
4615,0,,Other,Other
4616,0,,Other,Other
4617,0,,Other,Other
4618,0,,Other,Other
4619,0,,Other,Other
4620,0,,Other,Other
4621,0,,Other,Other
4622,0,,Other,Other
4623,0,,Other,Other
4624,0,,Other,Other
4625,0,,Other,Other
4626,0,,Other,Other
4627,0,,Other,Other
4628,0,,Other,Other
4629,0,,Other,Other
4630,0,,Other,Other
4631,0,,Other,Other
4632,0,,Other,Other
4633,0,,Other,Other
4634,0,,Other,Other
4635,0,,Other,Other
4636,0,,Other,Other
4637,0,,Other,Other
4638,0,,Other,Other
4639,0,,Other,Other
4640,0,,Other,Other
4641,0,,Other,Other
4642,0,,Other,Other
4643,0,,Other,Other
4644,0,,Other,Other
4645,0,,Other,Other
4646,0,,Other,Other
4647,0,,Other,Other
4648,0,,Other,Other
4649,0,,Other,Other
4650,0,,Other,Other
4651,0,,Other,Other
4652,0,,Other,Other
4653,0,,Other,Other
4654,0,,Other,Other
4655,0,,Other,Other
4656,0,,Other,Other
4657,0,,Other,Other
4658,0,,Other,Other
4659,0,,Other,Other
4660,0,,Other,Other
4661,0,,Other,Other
4662,0,,Other,Other
4663,0,,Other,Other
4664,0,,Other,Other
4665,0,,Other,Other
4666,0,,Other,Other
4667,0,,Other,Other
4668,0,,Other,Other
4669,0,,Other,Other
4670,0,,Other,Other
4671,0,,Other,Other
4672,0,,Other,Other
4673,0,,Other,Other
4674,0,,Other,Other
4675,0,,Other,Other
4676,0,,Other,Other
4677,0,,Other,Other
4678,0,,Other,Other
4679,0,,Other,Other
4680,0,,Other,Other
4681,0,,Other,Other
4682,0,,Other,Other
4683,0,,Other,Other
4684,0,,Other,Other
4685,0,,Other,Other
4686,0,,Other,Other
4687,0,,Other,Other
4688,0,,Other,Other
4689,0,,Other,Other
4690,0,,Other,Other
4691,0,,Other,Other
4692,0,,Other,Other
4693,0,,Other,Other
4694,0,,Other,Other
4695,0,,Other,Other
4696,0,,Other,Other
4697,0,,Other,Other
4698,0,,Other,Other
4699,0,,Other,Other
4700,0,,Other,Other
4701,0,,Other,Other
4702,0,,Other,Other
4703,0,,Other,Other
4704,0,,Other,Other
4705,0,,Other,Other
4706,0,,Other,Other
4707,0,,Other,Other
4708,0,,Other,Other
4709,0,,Other,Other
4710,0,,Other,Other
4711,0,,Other,Other
4712,0,,Other,Other
4713,0,,Other,Other
4714,0,,Other,Other
4715,0,,Other,Other
4716,0,,Other,Other
4717,0,,Other,Other
4718,0,,Other,Other
4719,0,,Other,Other
4720,0,,Other,Other
4721,0,,Other,Other
4723,0,Package Tour Operators (For use in Germany only),Other,Other
4724,0,,Other,Other
4725,0,,Other,Other
4726,0,,Other,Other
4727,0,,Other,Other
4728,0,,Other,Other
4729,0,,Other,Other
4730,0,,Other,Other
4731,0,,Other,Other
4732,0,,Other,Other
4733,0,,Other,Other
4734,0,,Other,Other
4735,0,,Other,Other
4736,0,,Other,Other
4737,0,,Other,Other
4738,0,,Other,Other
4739,0,,Other,Other
4740,0,,Other,Other
4741,0,,Other,Other
4742,0,,Other,Other
4743,0,,Other,Other
4744,0,,Other,Other
4745,0,,Other,Other
4746,0,,Other,Other
4747,0,,Other,Other
4748,0,,Other,Other
4749,0,,Other,Other
4750,0,,Other,Other
4751,0,,Other,Other
4752,0,,Other,Other
4753,0,,Other,Other
4754,0,,Other,Other
4755,0,,Other,Other
4756,0,,Other,Other
4757,0,,Other,Other
4758,0,,Other,Other
4759,0,,Other,Other
4760,0,,Other,Other
4762,0,,Other,Other
4763,0,,Other,Other
4764,0,,Other,Other
4765,0,,Other,Other
4766,0,,Other,Other
4767,0,,Other,Other
4768,0,,Other,Other
4769,0,,Other,Other
4770,0,,Other,Other
4771,0,,Other,Other
4772,0,,Other,Other
4773,0,,Other,Other
4774,0,,Other,Other
4775,0,,Other,Other
4776,0,,Other,Other
4777,0,,Other,Other
4778,0,,Other,Other
4779,0,,Other,Other
4780,0,,Other,Other
4781,0,,Other,Other
4782,0,,Other,Other
4783,0,,Other,Other
4785,0,,Other,Other
4786,0,,Other,Other
4787,0,,Other,Other
4788,0,,Other,Other
4790,0,,Other,Other
4791,0,,Other,Other
4792,0,,Other,Other
4793,0,,Other,Other
4794,0,,Other,Other
4795,0,,Other,Other
4796,0,,Other,Other
4797,0,,Other,Other
4798,0,,Other,Other
4799,0,,Other,Other
4800,0,,Other,Other
4801,0,,Other,Other
4802,0,,Other,Other
4803,0,,Other,Other
4804,0,,Other,Other
4805,0,,Other,Other
4806,0,,Other,Other
4807,0,,Other,Other
4808,0,,Other,Other
4809,0,,Other,Other
4810,0,,Other,Other
4811,0,,Other,Other
4822,0,,Other,Other
4823,0,,Other,Other
4824,0,,Other,Other
4825,0,,Other,Other
4826,0,,Other,Other
4827,0,,Other,Other
4828,0,,Other,Other
4830,0,,Other,Other
4831,0,,Other,Other
4832,0,,Other,Other
4833,0,,Other,Other
4834,0,,Other,Other
4835,0,,Other,Other
4836,0,,Other,Other
4837,0,,Other,Other
4838,0,,Other,Other
4839,0,,Other,Other
4840,0,,Other,Other
4841,0,,Other,Other
4842,0,,Other,Other
4843,0,,Other,Other
4844,0,,Other,Other
4845,0,,Other,Other
4846,0,,Other,Other
4847,0,,Other,Other
4848,0,,Other,Other
4849,0,,Other,Other
4850,0,,Other,Other
4851,0,,Other,Other
4852,0,,Other,Other
4853,0,,Other,Other
4854,0,,Other,Other
4855,0,,Other,Other
4856,0,,Other,Other
4857,0,,Other,Other
4858,0,,Other,Other
4859,0,,Other,Other
4860,0,,Other,Other
4861,0,,Other,Other
4862,0,,Other,Other
4863,0,,Other,Other
4864,0,,Other,Other
4865,0,,Other,Other
4866,0,,Other,Other
4867,0,,Other,Other
4868,0,,Other,Other
4869,0,,Other,Other
4870,0,,Other,Other
4871,0,,Other,Other
4872,0,,Other,Other
4873,0,,Other,Other
4874,0,,Other,Other
4875,0,,Other,Other
4876,0,,Other,Other
4877,0,,Other,Other
4878,0,,Other,Other
4879,0,,Other,Other
4880,0,,Other,Other
4881,0,,Other,Other
4882,0,,Other,Other
4883,0,,Other,Other
4884,0,,Other,Other
4885,0,,Other,Other
4886,0,,Other,Other
4887,0,,Other,Other
4888,0,,Other,Other
4889,0,,Other,Other
4890,0,,Other,Other
4891,0,,Other,Other
4892,0,,Other,Other
4893,0,,Other,Other
4894,0,,Other,Other
4895,0,,Other,Other
4896,0,,Other,Other
4897,0,,Other,Other
4898,0,,Other,Other
4901,0,,Other,Other
4902,0,,Other,Other
4903,0,,Other,Other
4904,0,,Other,Other
4905,0,,Other,Other
4906,0,,Other,Other
4907,0,,Other,Other
4908,0,,Other,Other
4909,0,,Other,Other
4910,0,,Other,Other
4911,0,,Other,Other
4912,0,,Other,Other
4913,0,,Other,Other
4914,0,,Other,Other
4915,0,,Other,Other
4916,0,,Other,Other
4917,0,,Other,Other
4918,0,,Other,Other
4919,0,,Other,Other
4920,0,,Other,Other
4921,0,,Other,Other
4922,0,,Other,Other
4923,0,,Other,Other
4924,0,,Other,Other
4925,0,,Other,Other
4926,0,,Other,Other
4927,0,,Other,Other
4928,0,,Other,Other
4929,0,,Other,Other
4930,0,,Other,Other
4931,0,,Other,Other
4932,0,,Other,Other
4933,0,,Other,Other
4934,0,,Other,Other
4935,0,,Other,Other
4936,0,,Other,Other
4937,0,,Other,Other
4938,0,,Other,Other
4939,0,,Other,Other
4940,0,,Other,Other
4941,0,,Other,Other
4942,0,,Other,Other
4943,0,,Other,Other
4944,0,,Other,Other
4945,0,,Other,Other
4946,0,,Other,Other
4947,0,,Other,Other
4948,0,,Other,Other
4949,0,,Other,Other
4950,0,,Other,Other
4951,0,,Other,Other
4952,0,,Other,Other
4953,0,,Other,Other
4954,0,,Other,Other
4955,0,,Other,Other
4956,0,,Other,Other
4957,0,,Other,Other
4958,0,,Other,Other
4959,0,,Other,Other
4960,0,,Other,Other
4961,0,,Other,Other
4962,0,,Other,Other
4963,0,,Other,Other
4964,0,,Other,Other
4965,0,,Other,Other
4966,0,,Other,Other
4967,0,,Other,Other
4968,0,,Other,Other
4969,0,,Other,Other
4970,0,,Other,Other
4971,0,,Other,Other
4972,0,,Other,Other
4973,0,,Other,Other
4974,0,,Other,Other
4975,0,,Other,Other
4976,0,,Other,Other
4977,0,,Other,Other
4978,0,,Other,Other
4979,0,,Other,Other
4980,0,,Other,Other
4981,0,,Other,Other
4982,0,,Other,Other
4983,0,,Other,Other
4984,0,,Other,Other
4985,0,,Other,Other
4986,0,,Other,Other
4987,0,,Other,Other
4988,0,,Other,Other
4989,0,,Other,Other
4990,0,,Other,Other
